
HM software: Decoder Version [16.20] (including RExt)[Windows][VS 1923][64 bit] 
I; 0; 0; 32; 32
I; 32; 0; 32; 32
I; 0; 32; 32; 32
I; 32; 32; 32; 32
I; 64; 0; 32; 32
I; 96; 0; 32; 32
I; 64; 32; 32; 32
I; 96; 32; 32; 32
I; 128; 0; 32; 32
I; 160; 0; 32; 32
I; 128; 32; 32; 32
I; 160; 32; 32; 32
I; 192; 0; 32; 32
I; 224; 0; 32; 32
I; 192; 32; 32; 32
I; 224; 32; 32; 32
I; 256; 0; 32; 32
I; 288; 0; 32; 32
I; 256; 32; 32; 32
I; 288; 32; 32; 32
I; 320; 0; 32; 32
I; 352; 0; 32; 32
I; 320; 32; 32; 32
I; 352; 32; 32; 32
I; 384; 0; 32; 32
I; 416; 0; 32; 32
I; 384; 32; 32; 32
I; 416; 32; 32; 32
I; 448; 0; 32; 32
I; 480; 0; 32; 32
I; 448; 32; 32; 32
I; 480; 32; 32; 32
I; 512; 0; 32; 32
I; 544; 0; 32; 32
I; 512; 32; 32; 32
I; 544; 32; 32; 32
I; 576; 0; 32; 32
I; 608; 0; 32; 32
I; 576; 32; 32; 32
I; 608; 32; 32; 32
I; 640; 0; 32; 32
I; 672; 0; 32; 32
I; 640; 32; 32; 32
I; 672; 32; 32; 32
I; 704; 0; 32; 32
I; 736; 0; 32; 32
I; 704; 32; 32; 32
I; 736; 32; 32; 32
I; 768; 0; 32; 32
I; 800; 0; 32; 32
I; 768; 32; 32; 32
I; 800; 32; 32; 32
I; 832; 0; 32; 32
I; 864; 0; 32; 32
I; 832; 32; 32; 32
I; 864; 32; 32; 32
I; 896; 0; 32; 32
I; 928; 0; 32; 32
I; 896; 32; 32; 32
I; 928; 32; 32; 32
I; 960; 0; 32; 32
I; 992; 0; 32; 32
I; 960; 32; 32; 32
I; 992; 32; 32; 32
I; 1024; 0; 32; 32
I; 1056; 0; 32; 32
I; 1024; 32; 32; 32
I; 1056; 32; 32; 32
I; 1088; 0; 32; 32
I; 1120; 0; 32; 32
I; 1088; 32; 32; 32
I; 1120; 32; 32; 32
I; 1152; 0; 32; 32
I; 1184; 0; 32; 32
I; 1152; 32; 32; 32
I; 1184; 32; 32; 32
I; 1216; 0; 32; 32
I; 1248; 0; 32; 32
I; 1216; 32; 32; 32
I; 1248; 32; 32; 32
I; 1280; 0; 32; 32
I; 1312; 0; 32; 32
I; 1280; 32; 32; 32
I; 1312; 32; 32; 32
I; 1344; 0; 32; 32
I; 1376; 0; 32; 32
I; 1344; 32; 32; 32
I; 1376; 32; 32; 32
I; 1408; 0; 32; 32
I; 1440; 0; 32; 32
I; 1408; 32; 16; 16
I; 1424; 32; 16; 16
I; 1408; 48; 16; 16
I; 1424; 48; 4; 4
I; 1428; 48; 4; 4
I; 1424; 52; 4; 4
I; 1428; 52; 4; 4
I; 1432; 48; 4; 4
I; 1436; 48; 4; 4
I; 1432; 52; 4; 4
I; 1436; 52; 4; 4
I; 1424; 56; 8; 8
I; 1432; 56; 8; 8
I; 1440; 32; 8; 8
I; 1448; 32; 4; 4
I; 1452; 32; 4; 4
I; 1448; 36; 4; 4
I; 1452; 36; 4; 4
I; 1440; 40; 8; 8
I; 1448; 40; 8; 8
I; 1456; 32; 8; 8
I; 1464; 32; 8; 8
I; 1456; 40; 8; 8
I; 1464; 40; 8; 8
I; 1440; 48; 16; 16
I; 1456; 48; 8; 8
I; 1464; 48; 8; 8
I; 1456; 56; 8; 8
I; 1464; 56; 8; 8
I; 1472; 0; 16; 16
I; 1488; 0; 16; 16
I; 1472; 16; 8; 8
I; 1480; 16; 8; 8
I; 1472; 24; 8; 8
I; 1480; 24; 4; 4
I; 1484; 24; 4; 4
I; 1480; 28; 4; 4
I; 1484; 28; 4; 4
I; 1488; 16; 8; 8
I; 1496; 16; 4; 4
I; 1500; 16; 4; 4
I; 1496; 20; 4; 4
I; 1500; 20; 4; 4
I; 1488; 24; 4; 4
I; 1492; 24; 4; 4
I; 1488; 28; 4; 4
I; 1492; 28; 4; 4
I; 1496; 24; 4; 4
I; 1500; 24; 4; 4
I; 1496; 28; 4; 4
I; 1500; 28; 4; 4
I; 1504; 0; 16; 16
I; 1520; 0; 8; 8
I; 1528; 0; 8; 8
I; 1520; 8; 4; 4
I; 1524; 8; 4; 4
I; 1520; 12; 4; 4
I; 1524; 12; 4; 4
I; 1528; 8; 4; 4
I; 1532; 8; 4; 4
I; 1528; 12; 4; 4
I; 1532; 12; 4; 4
I; 1504; 16; 8; 8
I; 1512; 16; 8; 8
I; 1504; 24; 8; 8
I; 1512; 24; 8; 8
I; 1520; 16; 16; 16
I; 1472; 32; 8; 8
I; 1480; 32; 4; 4
I; 1484; 32; 4; 4
I; 1480; 36; 4; 4
I; 1484; 36; 4; 4
I; 1472; 40; 8; 8
I; 1480; 40; 4; 4
I; 1484; 40; 4; 4
I; 1480; 44; 4; 4
I; 1484; 44; 4; 4
I; 1488; 32; 16; 16
I; 1472; 48; 8; 8
I; 1480; 48; 8; 8
I; 1472; 56; 4; 4
I; 1476; 56; 4; 4
I; 1472; 60; 4; 4
I; 1476; 60; 4; 4
I; 1480; 56; 8; 8
I; 1488; 48; 8; 8
I; 1496; 48; 4; 4
I; 1500; 48; 4; 4
I; 1496; 52; 4; 4
I; 1500; 52; 4; 4
I; 1488; 56; 4; 4
I; 1492; 56; 4; 4
I; 1488; 60; 4; 4
I; 1492; 60; 4; 4
I; 1496; 56; 8; 8
I; 1504; 32; 16; 16
I; 1520; 32; 16; 16
I; 1504; 48; 16; 16
I; 1520; 48; 16; 16
I; 1536; 0; 16; 16
I; 1552; 0; 16; 16
I; 1536; 16; 16; 16
I; 1552; 16; 8; 8
I; 1560; 16; 8; 8
I; 1552; 24; 8; 8
I; 1560; 24; 8; 8
I; 1568; 0; 16; 16
I; 1584; 0; 16; 16
I; 1568; 16; 8; 8
I; 1576; 16; 8; 8
I; 1568; 24; 4; 4
I; 1572; 24; 4; 4
I; 1568; 28; 4; 4
I; 1572; 28; 4; 4
I; 1576; 24; 4; 4
I; 1580; 24; 4; 4
I; 1576; 28; 4; 4
I; 1580; 28; 4; 4
I; 1584; 16; 4; 4
I; 1588; 16; 4; 4
I; 1584; 20; 4; 4
I; 1588; 20; 4; 4
I; 1592; 16; 8; 8
I; 1584; 24; 4; 4
I; 1588; 24; 4; 4
I; 1584; 28; 4; 4
I; 1588; 28; 4; 4
I; 1592; 24; 8; 8
I; 1536; 32; 16; 16
I; 1552; 32; 4; 4
I; 1556; 32; 4; 4
I; 1552; 36; 4; 4
I; 1556; 36; 4; 4
I; 1560; 32; 4; 4
I; 1564; 32; 4; 4
I; 1560; 36; 4; 4
I; 1564; 36; 4; 4
I; 1552; 40; 4; 4
I; 1556; 40; 4; 4
I; 1552; 44; 4; 4
I; 1556; 44; 4; 4
I; 1560; 40; 8; 8
I; 1536; 48; 16; 16
I; 1552; 48; 16; 16
I; 1568; 32; 8; 8
I; 1576; 32; 8; 8
I; 1568; 40; 8; 8
I; 1576; 40; 8; 8
I; 1584; 32; 16; 16
I; 1568; 48; 8; 8
I; 1576; 48; 8; 8
I; 1568; 56; 8; 8
I; 1576; 56; 4; 4
I; 1580; 56; 4; 4
I; 1576; 60; 4; 4
I; 1580; 60; 4; 4
I; 1584; 48; 16; 16
I; 1600; 0; 32; 32
I; 1632; 0; 8; 8
I; 1640; 0; 8; 8
I; 1632; 8; 8; 8
I; 1640; 8; 4; 4
I; 1644; 8; 4; 4
I; 1640; 12; 4; 4
I; 1644; 12; 4; 4
I; 1648; 0; 16; 16
I; 1632; 16; 4; 4
I; 1636; 16; 4; 4
I; 1632; 20; 4; 4
I; 1636; 20; 4; 4
I; 1640; 16; 4; 4
I; 1644; 16; 4; 4
I; 1640; 20; 4; 4
I; 1644; 20; 4; 4
I; 1632; 24; 8; 8
I; 1640; 24; 8; 8
I; 1648; 16; 16; 16
I; 1600; 32; 8; 8
I; 1608; 32; 8; 8
I; 1600; 40; 8; 8
I; 1608; 40; 8; 8
I; 1616; 32; 16; 16
I; 1600; 48; 8; 8
I; 1608; 48; 8; 8
I; 1600; 56; 8; 8
I; 1608; 56; 8; 8
I; 1616; 48; 16; 16
I; 1632; 32; 8; 8
I; 1640; 32; 8; 8
I; 1632; 40; 4; 4
I; 1636; 40; 4; 4
I; 1632; 44; 4; 4
I; 1636; 44; 4; 4
I; 1640; 40; 8; 8
I; 1648; 32; 16; 16
I; 1632; 48; 16; 16
I; 1648; 48; 16; 16
I; 1664; 0; 32; 32
I; 1696; 0; 8; 8
I; 1704; 0; 8; 8
I; 1696; 8; 8; 8
I; 1704; 8; 8; 8
I; 1712; 0; 16; 16
I; 1696; 16; 8; 8
I; 1704; 16; 4; 4
I; 1708; 16; 4; 4
I; 1704; 20; 4; 4
I; 1708; 20; 4; 4
I; 1696; 24; 8; 8
I; 1704; 24; 8; 8
I; 1712; 16; 8; 8
I; 1720; 16; 8; 8
I; 1712; 24; 4; 4
I; 1716; 24; 4; 4
I; 1712; 28; 4; 4
I; 1716; 28; 4; 4
I; 1720; 24; 8; 8
I; 1664; 32; 4; 4
I; 1668; 32; 4; 4
I; 1664; 36; 4; 4
I; 1668; 36; 4; 4
I; 1672; 32; 4; 4
I; 1676; 32; 4; 4
I; 1672; 36; 4; 4
I; 1676; 36; 4; 4
I; 1664; 40; 8; 8
I; 1672; 40; 8; 8
I; 1680; 32; 16; 16
I; 1664; 48; 16; 16
I; 1680; 48; 16; 16
I; 1696; 32; 16; 16
I; 1712; 32; 16; 16
I; 1696; 48; 4; 4
I; 1700; 48; 4; 4
I; 1696; 52; 4; 4
I; 1700; 52; 4; 4
I; 1704; 48; 8; 8
I; 1696; 56; 4; 4
I; 1700; 56; 4; 4
I; 1696; 60; 4; 4
I; 1700; 60; 4; 4
I; 1704; 56; 8; 8
I; 1712; 48; 16; 16
I; 1728; 0; 16; 16
I; 1744; 0; 16; 16
I; 1728; 16; 8; 8
I; 1736; 16; 8; 8
I; 1728; 24; 8; 8
I; 1736; 24; 8; 8
I; 1744; 16; 16; 16
I; 1760; 0; 16; 16
I; 1776; 0; 8; 8
I; 1784; 0; 8; 8
