
HM software: Decoder Version [16.20] (including RExt)[Windows][VS 1923][64 bit] 
I; 1776; 8; 8; 8
I; 1784; 8; 8; 8
I; 1760; 16; 16; 16
I; 1776; 16; 16; 16
I; 1728; 32; 8; 8
I; 1736; 32; 8; 8
I; 1728; 40; 8; 8
I; 1736; 40; 8; 8
I; 1744; 32; 8; 8
I; 1752; 32; 8; 8
I; 1744; 40; 8; 8
I; 1752; 40; 8; 8
I; 1728; 48; 16; 16
I; 1744; 48; 16; 16
I; 1760; 32; 16; 16
I; 1776; 32; 16; 16
I; 1760; 48; 16; 16
I; 1776; 48; 16; 16
I; 1792; 0; 32; 32
I; 1824; 0; 16; 16
I; 1840; 0; 16; 16
I; 1824; 16; 8; 8
I; 1832; 16; 8; 8
I; 1824; 24; 8; 8
I; 1832; 24; 8; 8
I; 1840; 16; 8; 8
I; 1848; 16; 8; 8
I; 1840; 24; 8; 8
I; 1848; 24; 8; 8
I; 1792; 32; 32; 32
I; 1824; 32; 16; 16
I; 1840; 32; 16; 16
I; 1824; 48; 16; 16
I; 1840; 48; 8; 8
I; 1848; 48; 8; 8
I; 1840; 56; 8; 8
I; 1848; 56; 8; 8
I; 1856; 0; 16; 16
I; 1872; 0; 16; 16
I; 1856; 16; 4; 4
I; 1860; 16; 4; 4
I; 1856; 20; 4; 4
I; 1860; 20; 4; 4
I; 1864; 16; 8; 8
I; 1856; 24; 8; 8
I; 1864; 24; 8; 8
I; 1872; 16; 16; 16
I; 1888; 0; 16; 16
I; 1904; 0; 8; 8
I; 1912; 0; 8; 8
I; 1904; 8; 8; 8
I; 1912; 8; 8; 8
I; 1888; 16; 16; 16
I; 1904; 16; 16; 16
I; 1856; 32; 16; 16
I; 1872; 32; 16; 16
I; 1856; 48; 8; 8
I; 1864; 48; 4; 4
I; 1868; 48; 4; 4
I; 1864; 52; 4; 4
I; 1868; 52; 4; 4
I; 1856; 56; 4; 4
I; 1860; 56; 4; 4
I; 1856; 60; 4; 4
I; 1860; 60; 4; 4
I; 1864; 56; 8; 8
I; 1872; 48; 8; 8
I; 1880; 48; 8; 8
I; 1872; 56; 8; 8
I; 1880; 56; 8; 8
I; 1888; 32; 32; 32
I; 0; 64; 32; 32
I; 32; 64; 32; 32
I; 0; 96; 32; 32
I; 32; 96; 32; 32
I; 64; 64; 32; 32
I; 96; 64; 32; 32
I; 64; 96; 32; 32
I; 96; 96; 32; 32
I; 128; 64; 32; 32
I; 160; 64; 32; 32
I; 128; 96; 32; 32
I; 160; 96; 32; 32
I; 192; 64; 32; 32
I; 224; 64; 32; 32
I; 192; 96; 32; 32
I; 224; 96; 32; 32
I; 256; 64; 32; 32
I; 288; 64; 32; 32
I; 256; 96; 32; 32
I; 288; 96; 32; 32
I; 320; 64; 32; 32
I; 352; 64; 32; 32
I; 320; 96; 32; 32
I; 352; 96; 32; 32
I; 384; 64; 32; 32
I; 416; 64; 32; 32
I; 384; 96; 32; 32
I; 416; 96; 32; 32
I; 448; 64; 32; 32
I; 480; 64; 32; 32
I; 448; 96; 32; 32
I; 480; 96; 32; 32
I; 512; 64; 32; 32
I; 544; 64; 32; 32
I; 512; 96; 32; 32
I; 544; 96; 32; 32
I; 576; 64; 32; 32
I; 608; 64; 32; 32
I; 576; 96; 32; 32
I; 608; 96; 32; 32
I; 640; 64; 32; 32
I; 672; 64; 32; 32
I; 640; 96; 32; 32
I; 672; 96; 32; 32
I; 704; 64; 32; 32
I; 736; 64; 32; 32
I; 704; 96; 32; 32
I; 736; 96; 32; 32
I; 768; 64; 32; 32
I; 800; 64; 32; 32
I; 768; 96; 32; 32
I; 800; 96; 32; 32
I; 832; 64; 32; 32
I; 864; 64; 32; 32
I; 832; 96; 32; 32
I; 864; 96; 32; 32
I; 896; 64; 32; 32
I; 928; 64; 32; 32
I; 896; 96; 32; 32
I; 928; 96; 32; 32
I; 960; 64; 32; 32
I; 992; 64; 32; 32
I; 960; 96; 16; 16
I; 976; 96; 16; 16
I; 960; 112; 16; 16
I; 976; 112; 16; 16
I; 992; 96; 32; 32
I; 1024; 64; 16; 16
I; 1040; 64; 16; 16
I; 1024; 80; 16; 16
I; 1040; 80; 16; 16
I; 1056; 64; 32; 32
I; 1024; 96; 32; 32
I; 1056; 96; 32; 32
I; 1088; 64; 32; 32
I; 1120; 64; 32; 32
I; 1088; 96; 32; 32
I; 1120; 96; 32; 32
I; 1152; 64; 32; 32
I; 1184; 64; 32; 32
I; 1152; 96; 32; 32
I; 1184; 96; 32; 32
I; 1216; 64; 32; 32
I; 1248; 64; 32; 32
I; 1216; 96; 16; 16
I; 1232; 96; 16; 16
I; 1216; 112; 16; 16
I; 1232; 112; 16; 16
I; 1248; 96; 32; 32
I; 1280; 64; 32; 32
I; 1312; 64; 32; 32
I; 1280; 96; 32; 32
I; 1312; 96; 32; 32
I; 1344; 64; 32; 32
I; 1376; 64; 16; 16
I; 1392; 64; 16; 16
I; 1376; 80; 8; 8
I; 1384; 80; 8; 8
I; 1376; 88; 8; 8
I; 1384; 88; 8; 8
I; 1392; 80; 4; 4
I; 1396; 80; 4; 4
I; 1392; 84; 4; 4
I; 1396; 84; 4; 4
I; 1400; 80; 8; 8
I; 1392; 88; 8; 8
I; 1400; 88; 8; 8
I; 1344; 96; 32; 32
I; 1376; 96; 8; 8
I; 1384; 96; 8; 8
I; 1376; 104; 8; 8
I; 1384; 104; 8; 8
I; 1392; 96; 16; 16
I; 1376; 112; 8; 8
I; 1384; 112; 8; 8
I; 1376; 120; 8; 8
I; 1384; 120; 8; 8
I; 1392; 112; 16; 16
I; 1408; 64; 8; 8
I; 1416; 64; 8; 8
I; 1408; 72; 8; 8
I; 1416; 72; 4; 4
I; 1420; 72; 4; 4
I; 1416; 76; 4; 4
I; 1420; 76; 4; 4
I; 1424; 64; 8; 8
I; 1432; 64; 8; 8
I; 1424; 72; 4; 4
I; 1428; 72; 4; 4
I; 1424; 76; 4; 4
I; 1428; 76; 4; 4
I; 1432; 72; 4; 4
I; 1436; 72; 4; 4
I; 1432; 76; 4; 4
I; 1436; 76; 4; 4
I; 1408; 80; 4; 4
I; 1412; 80; 4; 4
I; 1408; 84; 4; 4
I; 1412; 84; 4; 4
I; 1416; 80; 8; 8
I; 1408; 88; 8; 8
I; 1416; 88; 8; 8
I; 1424; 80; 16; 16
I; 1440; 64; 16; 16
I; 1456; 64; 8; 8
I; 1464; 64; 8; 8
I; 1456; 72; 8; 8
I; 1464; 72; 8; 8
I; 1440; 80; 16; 16
I; 1456; 80; 8; 8
I; 1464; 80; 8; 8
I; 1456; 88; 8; 8
I; 1464; 88; 8; 8
I; 1408; 96; 16; 16
I; 1424; 96; 8; 8
I; 1432; 96; 8; 8
I; 1424; 104; 4; 4
I; 1428; 104; 4; 4
I; 1424; 108; 4; 4
I; 1428; 108; 4; 4
I; 1432; 104; 8; 8
I; 1408; 112; 16; 16
I; 1424; 112; 16; 16
I; 1440; 96; 8; 8
I; 1448; 96; 8; 8
I; 1440; 104; 8; 8
I; 1448; 104; 8; 8
I; 1456; 96; 16; 16
I; 1440; 112; 16; 16
I; 1456; 112; 16; 16
I; 1472; 64; 32; 32
I; 1504; 64; 16; 16
I; 1520; 64; 16; 16
I; 1504; 80; 8; 8
I; 1512; 80; 8; 8
I; 1504; 88; 8; 8
I; 1512; 88; 8; 8
I; 1520; 80; 16; 16
I; 1472; 96; 16; 16
I; 1488; 96; 16; 16
I; 1472; 112; 16; 16
I; 1488; 112; 16; 16
I; 1504; 96; 16; 16
I; 1520; 96; 16; 16
I; 1504; 112; 16; 16
I; 1520; 112; 16; 16
I; 1536; 64; 16; 16
I; 1552; 64; 16; 16
I; 1536; 80; 16; 16
I; 1552; 80; 16; 16
I; 1568; 64; 16; 16
I; 1584; 64; 16; 16
I; 1568; 80; 16; 16
I; 1584; 80; 8; 8
I; 1592; 80; 8; 8
I; 1584; 88; 4; 4
I; 1588; 88; 4; 4
I; 1584; 92; 4; 4
I; 1588; 92; 4; 4
I; 1592; 88; 8; 8
I; 1536; 96; 32; 32
I; 1568; 96; 16; 16
I; 1584; 96; 16; 16
I; 1568; 112; 16; 16
I; 1584; 112; 16; 16
I; 1600; 64; 8; 8
I; 1608; 64; 8; 8
I; 1600; 72; 8; 8
I; 1608; 72; 8; 8
I; 1616; 64; 16; 16
I; 1600; 80; 16; 16
I; 1616; 80; 16; 16
I; 1632; 64; 32; 32
I; 1600; 96; 16; 16
I; 1616; 96; 16; 16
I; 1600; 112; 16; 16
I; 1616; 112; 16; 16
I; 1632; 96; 16; 16
I; 1648; 96; 8; 8
I; 1656; 96; 8; 8
I; 1648; 104; 8; 8
I; 1656; 104; 4; 4
I; 1660; 104; 4; 4
I; 1656; 108; 4; 4
I; 1660; 108; 4; 4
I; 1632; 112; 16; 16
I; 1648; 112; 8; 8
I; 1656; 112; 8; 8
I; 1648; 120; 8; 8
I; 1656; 120; 8; 8
I; 1664; 64; 4; 4
I; 1668; 64; 4; 4
I; 1664; 68; 4; 4
I; 1668; 68; 4; 4
I; 1672; 64; 8; 8
I; 1664; 72; 8; 8
I; 1672; 72; 4; 4
I; 1676; 72; 4; 4
I; 1672; 76; 4; 4
I; 1676; 76; 4; 4
I; 1680; 64; 8; 8
I; 1688; 64; 4; 4
I; 1692; 64; 4; 4
I; 1688; 68; 4; 4
I; 1692; 68; 4; 4
I; 1680; 72; 4; 4
I; 1684; 72; 4; 4
I; 1680; 76; 4; 4
I; 1684; 76; 4; 4
I; 1688; 72; 8; 8
I; 1664; 80; 4; 4
I; 1668; 80; 4; 4
I; 1664; 84; 4; 4
I; 1668; 84; 4; 4
I; 1672; 80; 8; 8
I; 1664; 88; 8; 8
I; 1672; 88; 4; 4
I; 1676; 88; 4; 4
I; 1672; 92; 4; 4
I; 1676; 92; 4; 4
I; 1680; 80; 16; 16
I; 1696; 64; 16; 16
I; 1712; 64; 8; 8
I; 1720; 64; 8; 8
I; 1712; 72; 8; 8
I; 1720; 72; 8; 8
I; 1696; 80; 8; 8
I; 1704; 80; 8; 8
I; 1696; 88; 4; 4
I; 1700; 88; 4; 4
I; 1696; 92; 4; 4
I; 1700; 92; 4; 4
I; 1704; 88; 8; 8
I; 1712; 80; 8; 8
I; 1720; 80; 8; 8
I; 1712; 88; 8; 8
I; 1720; 88; 4; 4
I; 1724; 88; 4; 4
I; 1720; 92; 4; 4
I; 1724; 92; 4; 4
I; 1664; 96; 32; 32
I; 1696; 96; 16; 16
I; 1712; 96; 16; 16
I; 1696; 112; 16; 16
I; 1712; 112; 16; 16
I; 1728; 64; 16; 16
I; 1744; 64; 16; 16
I; 1728; 80; 4; 4
I; 1732; 80; 4; 4
I; 1728; 84; 4; 4
I; 1732; 84; 4; 4
I; 1736; 80; 4; 4
I; 1740; 80; 4; 4
I; 1736; 84; 4; 4
I; 1740; 84; 4; 4
I; 1728; 88; 8; 8
I; 1736; 88; 8; 8
I; 1744; 80; 8; 8
I; 1752; 80; 8; 8
I; 1744; 88; 4; 4
I; 1748; 88; 4; 4
I; 1744; 92; 4; 4
I; 1748; 92; 4; 4
I; 1752; 88; 8; 8
I; 1760; 64; 16; 16
I; 1776; 64; 16; 16
I; 1760; 80; 8; 8
I; 1768; 80; 8; 8
I; 1760; 88; 8; 8
I; 1768; 88; 8; 8
I; 1776; 80; 16; 16
I; 1728; 96; 16; 16
I; 1744; 96; 16; 16
I; 1728; 112; 16; 16
I; 1744; 112; 16; 16
I; 1760; 96; 16; 16
I; 1776; 96; 16; 16
I; 1760; 112; 16; 16
I; 1776; 112; 16; 16
I; 1792; 64; 32; 32
I; 1824; 64; 32; 32
I; 1792; 96; 16; 16
I; 1808; 96; 16; 16
I; 1792; 112; 16; 16
I; 1808; 112; 16; 16
I; 1824; 96; 16; 16
I; 1840; 96; 16; 16
I; 1824; 112; 16; 16
I; 1840; 112; 16; 16
I; 1856; 64; 16; 16
I; 1872; 64; 16; 16
I; 1856; 80; 16; 16
I; 1872; 80; 8; 8
I; 1880; 80; 8; 8
I; 1872; 88; 8; 8
I; 1880; 88; 8; 8
I; 1888; 64; 16; 16
I; 1904; 64; 16; 16
I; 1888; 80; 16; 16
I; 1904; 80; 8; 8
I; 1912; 80; 8; 8
I; 1904; 88; 8; 8
I; 1912; 88; 8; 8
I; 1856; 96; 32; 32
I; 1888; 96; 16; 16
I; 1904; 96; 8; 8
I; 1912; 96; 8; 8
I; 1904; 104; 8; 8
I; 1912; 104; 8; 8
I; 1888; 112; 16; 16
I; 1904; 112; 8; 8
I; 1912; 112; 8; 8
I; 1904; 120; 8; 8
I; 1912; 120; 8; 8
I; 0; 128; 32; 32
I; 32; 128; 32; 32
I; 0; 160; 32; 32
I; 32; 160; 32; 32
I; 64; 128; 32; 32
I; 96; 128; 32; 32
I; 64; 160; 32; 32
I; 96; 160; 32; 32
I; 128; 128; 32; 32
I; 160; 128; 32; 32
I; 128; 160; 32; 32
I; 160; 160; 32; 32
I; 192; 128; 32; 32
I; 224; 128; 32; 32
I; 192; 160; 32; 32
I; 224; 160; 32; 32
I; 256; 128; 32; 32
I; 288; 128; 32; 32
I; 256; 160; 32; 32
I; 288; 160; 32; 32
I; 320; 128; 32; 32
I; 352; 128; 32; 32
I; 320; 160; 32; 32
I; 352; 160; 32; 32
I; 384; 128; 32; 32
I; 416; 128; 32; 32
I; 384; 160; 32; 32
I; 416; 160; 32; 32
I; 448; 128; 32; 32
I; 480; 128; 32; 32
I; 448; 160; 32; 32
I; 480; 160; 32; 32
I; 512; 128; 32; 32
I; 544; 128; 32; 32
I; 512; 160; 32; 32
I; 544; 160; 32; 32
I; 576; 128; 32; 32
I; 608; 128; 32; 32
I; 576; 160; 32; 32
I; 608; 160; 32; 32
I; 640; 128; 32; 32
I; 672; 128; 32; 32
I; 640; 160; 32; 32
I; 672; 160; 32; 32
I; 704; 128; 32; 32
I; 736; 128; 32; 32
I; 704; 160; 32; 32
I; 736; 160; 32; 32
I; 768; 128; 32; 32
I; 800; 128; 32; 32
I; 768; 160; 32; 32
I; 800; 160; 32; 32
I; 832; 128; 32; 32
I; 864; 128; 32; 32
I; 832; 160; 32; 32
I; 864; 160; 32; 32
I; 896; 128; 8; 8
I; 904; 128; 8; 8
I; 896; 136; 8; 8
I; 904; 136; 8; 8
I; 912; 128; 8; 8
I; 920; 128; 8; 8
I; 912; 136; 8; 8
I; 920; 136; 8; 8
I; 896; 144; 8; 8
I; 904; 144; 8; 8
I; 896; 152; 4; 4
I; 900; 152; 4; 4
I; 896; 156; 4; 4
I; 900; 156; 4; 4
I; 904; 152; 4; 4
I; 908; 152; 4; 4
I; 904; 156; 4; 4
I; 908; 156; 4; 4
I; 912; 144; 16; 16
I; 928; 128; 32; 32
I; 896; 160; 16; 16
I; 912; 160; 16; 16
I; 896; 176; 8; 8
I; 904; 176; 8; 8
I; 896; 184; 8; 8
I; 904; 184; 8; 8
I; 912; 176; 8; 8
I; 920; 176; 8; 8
I; 912; 184; 8; 8
I; 920; 184; 8; 8
I; 928; 160; 32; 32
I; 960; 128; 32; 32
I; 992; 128; 32; 32
I; 960; 160; 32; 32
I; 992; 160; 32; 32
I; 1024; 128; 32; 32
I; 1056; 128; 16; 16
I; 1072; 128; 16; 16
I; 1056; 144; 8; 8
I; 1064; 144; 4; 4
I; 1068; 144; 4; 4
I; 1064; 148; 4; 4
I; 1068; 148; 4; 4
I; 1056; 152; 8; 8
I; 1064; 152; 4; 4
I; 1068; 152; 4; 4
I; 1064; 156; 4; 4
I; 1068; 156; 4; 4
I; 1072; 144; 4; 4
I; 1076; 144; 4; 4
I; 1072; 148; 4; 4
I; 1076; 148; 4; 4
I; 1080; 144; 4; 4
I; 1084; 144; 4; 4
I; 1080; 148; 4; 4
I; 1084; 148; 4; 4
I; 1072; 152; 8; 8
I; 1080; 152; 8; 8
I; 1024; 160; 32; 32
I; 1056; 160; 8; 8
I; 1064; 160; 4; 4
I; 1068; 160; 4; 4
I; 1064; 164; 4; 4
I; 1068; 164; 4; 4
I; 1056; 168; 8; 8
I; 1064; 168; 8; 8
I; 1072; 160; 16; 16
I; 1056; 176; 8; 8
I; 1064; 176; 4; 4
I; 1068; 176; 4; 4
I; 1064; 180; 4; 4
I; 1068; 180; 4; 4
I; 1056; 184; 8; 8
I; 1064; 184; 4; 4
I; 1068; 184; 4; 4
I; 1064; 188; 4; 4
I; 1068; 188; 4; 4
I; 1072; 176; 16; 16
I; 1088; 128; 16; 16
I; 1104; 128; 16; 16
I; 1088; 144; 8; 8
I; 1096; 144; 8; 8
I; 1088; 152; 8; 8
I; 1096; 152; 8; 8
I; 1104; 144; 16; 16
I; 1120; 128; 32; 32
I; 1088; 160; 8; 8
I; 1096; 160; 8; 8
I; 1088; 168; 8; 8
I; 1096; 168; 4; 4
I; 1100; 168; 4; 4
I; 1096; 172; 4; 4
I; 1100; 172; 4; 4
I; 1104; 160; 4; 4
I; 1108; 160; 4; 4
I; 1104; 164; 4; 4
I; 1108; 164; 4; 4
I; 1112; 160; 8; 8
I; 1104; 168; 4; 4
I; 1108; 168; 4; 4
I; 1104; 172; 4; 4
I; 1108; 172; 4; 4
I; 1112; 168; 8; 8
I; 1088; 176; 16; 16
I; 1104; 176; 4; 4
I; 1108; 176; 4; 4
I; 1104; 180; 4; 4
I; 1108; 180; 4; 4
I; 1112; 176; 8; 8
I; 1104; 184; 4; 4
I; 1108; 184; 4; 4
I; 1104; 188; 4; 4
I; 1108; 188; 4; 4
I; 1112; 184; 8; 8
I; 1120; 160; 32; 32
I; 1152; 128; 32; 32
I; 1184; 128; 32; 32
I; 1152; 160; 32; 32
